p3,p1_conf,p2,p3_conf,timestamp,retweet_count,truncated,img_num,text,name,p1,p2_dog,favorite_count,tweet_id,rating_numerator,jpg_url,p1_dog,retweeted,source,rating_denominator,p2_conf,p3_dog,dog_stages
Golden Retriever,0.24634,Irish Terrier,0.085871,2016-02-14 21:55:47+00:00,1113,False,1,This is Oliver. He does toe touches in his sleep. 13/10 precious af https://t.co/3BrRIWjG35,Oliver,Norfolk Terrier,True,3701,698989035503689728,13,https://pbs.twimg.com/media/CbNO0DaW0AARcki.jpg,True,False,Twitter for iPhone,10,0.2433489999999999,True,None
Weimaraner,0.2229429999999999,Toyshop,0.1630329999999999,2016-02-15 01:05:02+00:00,1345,False,1,HAPPY V-DAY FROM YOUR FAV PUPPER SQUAD 13/10 for all https://t.co/7u6VnZ1UFe,None,Chihuahua,False,2863,699036661657767936,13,https://pbs.twimg.com/media/CbN6IW4UYAAyVDA.jpg,True,False,Twitter for iPhone,10,0.179938,True,None
No Image,0.0,No Image,0.0,2016-02-15 02:38:53+00:00,2059,False,0,This is Yukon. He pukes rainbows. 12/10 magical af https://t.co/n6wND1v7il,Yukon,No Image,False,4173,699060279947165696,12,No Image,False,False,Vine - Make a Scene,10,0.0,False,None
Maltese Dog,0.599587,Pekinese,0.154293,2016-02-15 03:27:04+00:00,1325,False,1,ERMAHGERD 12/10 please enjoy https://t.co/7WrAWKdBac,None,Shih-Tzu,True,3296,699072405256409088,12,https://pbs.twimg.com/ext_tw_video_thumb/699072391083880449/pu/img/fMp1-dvLMeio1Kzk.jpg,True,False,Twitter for iPhone,10,0.213069,True,None
Kelpie,0.667324,Chesapeake Bay Retriever,0.0975995,2016-02-15 03:55:41+00:00,745,False,3,Meet Reagan. He's a Persnicketus Derpson. Great with kids. Permanently caught off guard. 8/10 https://t.co/A2j2StfNgL,Reagan,Schipperke,True,2677,699079609774645248,8,https://pbs.twimg.com/media/CbOhMUDXIAACIWR.jpg,True,False,Twitter for iPhone,10,0.11955,True,None
Common Iguana,0.456186,Banded Gecko,0.0617826,2016-02-15 04:31:20+00:00,715,False,1,This is Charl. He's a bully. Chucks that dumbbell around like its nothing. Sharp neck. Exceptionally unfluffy. 3/10 https://t.co/VfLoDZecJ7,Charl,Mousetrap,False,2451,699088579889332224,3,https://pbs.twimg.com/media/CbOpWswWEAE9kvX.jpg,False,False,Twitter for iPhone,10,0.258677,False,None
Sliding Door,0.309696,Doormat,0.077266,2016-02-15 20:04:36+00:00,983,False,1,"""I'm bathing the children what do you want?""  ...both 10/10 https://t.co/Rizm1LWh4z",None,Labrador Retriever,False,3466,699323444782047232,10,https://pbs.twimg.com/media/CbR-9edXIAEHJKi.jpg,True,False,Twitter for iPhone,10,0.3037,False,None
Border Terrier,0.337557,Chihuahua,0.136946,2016-02-15 23:13:03+00:00,497,False,1,Say hello to Calbert. He doesn't have enough legs. Wtf Calbert. Still havin a blast tho. 11/10 would pet extra well https://t.co/iNFIHvcVur,Calbert,Cairn,True,2053,699370870310113280,11,https://pbs.twimg.com/media/CbSqE0rVIAEOPE4.jpg,True,False,Twitter for iPhone,10,0.20913,True,None
Eskimo Dog,0.517479,Malamute,0.0950008999999999,2016-02-16 02:04:04+00:00,688,False,1,"Meet Miley. She's a Scandinavian Hollabackgirl. Incalculably fluffy, unamused af. 11/10 would squeeze aggressively https://t.co/6r4GFZY5WS",Miley,Samoyed,True,2258,699413908797464576,11,https://pbs.twimg.com/media/CbTRPXdW8AQMZf7.jpg,True,False,Twitter for iPhone,10,0.155935,True,None
Bull Mastiff,0.99786,French Bulldog,0.00029894,2016-02-16 02:42:52+00:00,383,False,1,"""Don't ever talk to me or my son again."" ...both 10/10 https://t.co/b8ncwl6TlE",None,Pug,True,1505,699423671849451520,10,https://pbs.twimg.com/media/CbTaHrRW0AABXmG.jpg,True,False,Twitter for iPhone,10,0.00182486,True,None
Labrador Retriever,0.836572,Kuvasz,0.0251439,2016-02-16 03:25:58+00:00,577,False,1,I know this is a tad late but here's a wonderful Valentine's Day pupper 12/10 https://t.co/hTE2PEwGvi,None,Golden Retriever,True,2384,699434518667751424,12,https://pbs.twimg.com/media/CbTj--1XEAIZjc_.jpg,True,False,Twitter for iPhone,10,0.105946,True,pupper
Chihuahua,0.9694,Cardigan,0.00350547,2016-02-16 04:15:05+00:00,2938,False,3,"This is Archie. He's undercover in all these pics. Not actually a bee, cow, or Hawaiian. Sneaky af. 12/10 https://t.co/9fojElzIxx",Archie,Pembroke,True,6515,699446877801091073,12,https://pbs.twimg.com/media/CbTvNpoW0AEemnx.jpg,True,False,Twitter for iPhone,10,0.0260587999999999,True,None
Dugong,0.982269,Sea Lion,0.00576795,2016-02-16 20:28:06+00:00,5174,False,1,"This is Dave. He's a tropical pup. Short lil legs (dachshund mix?) Excels underwater, but refuses to eat kibble 5/10 https://t.co/ZJnCxlIf62",Dave,Hippopotamus,False,11252,699691744225525762,5,https://pbs.twimg.com/media/CbXN7aPWIAE0Xt1.jpg,False,False,Twitter for iPhone,10,0.00629515,False,None
Otterhound,0.271683,Old English Sheepdog,0.105918,2016-02-17 02:02:25+00:00,690,False,1,Meet Fillup. Spaghetti is his main weakness. Also pissed because he's rewarded with cat treats 11/10 it'll be ok pup https://t.co/TEHu55ZQKD,Fillup,Dandie Dinmont,True,2150,699775878809702401,11,https://pbs.twimg.com/media/CbYac83W4AAUH1O.jpg,True,False,Twitter for iPhone,10,0.164931,True,None
Great Dane,0.706038,German Shepherd,0.0590475,2016-02-17 02:17:19+00:00,1397,False,1,Take all my money. 10/10 https://t.co/B28ebc5LzQ,None,Malinois,True,3039,699779630832685056,10,https://pbs.twimg.com/media/CbYd3C9WEAErJ4Z.jpg,True,False,Twitter for iPhone,10,0.165655,True,None
Norwegian Elkhound,0.35506,Toy Poodle,0.0998837,2016-02-17 02:54:04+00:00,557,False,1,Say hello to Nala. She's a Freckled High Bruschetta. Petable af. 12/10 https://t.co/5bjrIRqByp,Nala,Border Terrier,True,2458,699788877217865730,12,https://pbs.twimg.com/media/CbYmRHyWEAASNzm.jpg,True,False,Twitter for iPhone,10,0.169736,True,None
Labrador Retriever,0.808978,Irish Setter,0.0235364,2016-02-17 03:45:29+00:00,1088,False,2,This is Cooper. He began to tear up when his bone was taken from him. 11/10 stay strong pupper https://t.co/qI8yvqKG02,Cooper,Golden Retriever,True,3345,699801817392291840,11,https://pbs.twimg.com/media/CbYyCMcWIAAHHjF.jpg,True,False,Twitter for iPhone,10,0.0424281,True,pupper
Pug,0.369488,Schipperke,0.161614,2016-02-17 17:01:14+00:00,1529,False,1,This is Thumas. He covered himself in nanners for maximum camouflage. It didn't work. I can still see u Thumas. 9/10 https://t.co/x0ZDlNqfb1,Thumas,Chihuahua,True,3627,700002074055016451,9,https://pbs.twimg.com/media/CbboKP4WIAAw8xq.jpg,True,False,Twitter for iPhone,10,0.243367,True,None
Dandie Dinmont,0.726571,Maltese Dog,0.0701338,2016-02-17 18:49:22+00:00,661,False,1,This is Coops. His ship is taking on water. Sound the alarm. Much distress. Requesting immediate assistance. 10/10 https://t.co/8Nuny4lLE3,Coops,West Highland White Terrier,True,2262,700029284593901568,10,https://pbs.twimg.com/media/CbcA673XIAAsytQ.jpg,True,False,Twitter for iPhone,10,0.1768279999999999,True,None
Eel,0.180998,Peacock,0.075371,2016-02-17 21:02:13+00:00,778,False,1,This is Eazy-E. He's colorful af. Must be rare. Submerged in Sprite (rad). Doesn't perform well when not wet. 6/10 https://t.co/UtFI7eUCjE,Eazy,Hummingbird,False,2890,700062718104104960,6,https://pbs.twimg.com/media/CbcfUxoUAAAlHGK.jpg,False,False,Twitter for iPhone,10,0.135179,False,None
Binder,0.53246,Crossword Puzzle,0.100371,2016-02-18 02:24:13+00:00,3129,False,1,When it's Janet from accounting's birthday but you can't eat the cake cuz it's chocolate. 10/10 hang in there pupper https://t.co/Fbdr5orUrJ,None,Golden Retriever,False,8282,700143752053182464,10,https://pbs.twimg.com/media/CbdpBmLUYAY9SgQ.jpg,True,False,Twitter for iPhone,10,0.103796,False,pupper
Staffordshire Bullterrier,0.328236,Italian Greyhound,0.13408,2016-02-18 02:54:41+00:00,754,False,1,If a pupper gave that to me I'd probably start shaking and faint from all the joy. 11/10 https://t.co/o9aJVPB25n,None,Tennis Ball,True,2450,700151421916807169,11,https://pbs.twimg.com/media/CbdwATgWwAABGID.jpg,False,False,Twitter for iPhone,10,0.176838,True,pupper
Siberian Husky,0.1625849999999999,Pembroke,0.110284,2016-02-18 03:58:39+00:00,836,False,1,This is Dotsy. She's stuck as hell. 10/10 https://t.co/A0h4lnhU4s,Dotsy,Beagle,True,2903,700167517596164096,10,https://pbs.twimg.com/media/Cbd-o8hWwAE4OFm.jpg,True,False,Twitter for iPhone,10,0.1204809999999999,True,None
Angora,0.678651,Pomeranian,0.104139,2016-02-18 23:28:52+00:00,2031,False,1,This is Murphy. He's a mini golden retriever. Missing two legs (tragic). Mouth sharp. Looks rather perturbed. 6/10 https://t.co/ALO02IAKCn,Murphy,Hamster,True,4537,700462010979500032,6,https://pbs.twimg.com/media/CbiKe7-W0AIVNNr.jpg,False,False,Twitter for iPhone,10,0.110268,False,None
Great Dane,0.449684,Norwegian Elkhound,0.0486658,2016-02-19 02:20:14+00:00,646,False,1,This is Kaia. She's just cute as hell. 12/10 I'd kill for Kaia https://t.co/5fMdH8GFaq,Kaia,Bath Towel,True,2487,700505138482569216,12,https://pbs.twimg.com/media/Cbixs3vUUAAqHHN.jpg,False,False,Twitter for iPhone,10,0.160205,True,None
Chihuahua,0.569501,Staffordshire Bullterrier,0.121839,2016-02-19 03:11:35+00:00,915,False,1,This is Vincent. He's the man your girl is with when she's not with you. 10/10 https://t.co/JQGMP7kzjD,Vincent,American Staffordshire Terrier,True,2887,700518061187723268,10,https://pbs.twimg.com/media/Cbi9dI_UYAAgkyC.jpg,True,False,Twitter for iPhone,10,0.211308,True,None
Maltese Dog,0.481333,Samoyed,0.0749621,2016-02-19 18:24:26+00:00,10673,False,1,We only rate dogs. Pls stop sending in non-canines like this Mongolian grass snake. This is very frustrating. 11/10 https://t.co/22x9SbCYCU,None,Great Pyrenees,True,25130,700747788515020802,11,https://pbs.twimg.com/media/CbmOY41UAAQylmA.jpg,True,False,Twitter for iPhone,10,0.311769,True,None
Bullfrog,0.652712,Tree Frog,0.0401775,2016-02-19 21:39:54+00:00,1085,False,1,This is Daniel. He's a neat pup. Exotic af. Custom paws. Leaps unannounced. Would totally pet. 7/10 daaamn Daniel https://t.co/5XaR0kj8cr,Daniel,Tailed Frog,False,2669,700796979434098688,7,https://pbs.twimg.com/media/Cbm7IeUXIAA6Lc-.jpg,False,False,Twitter for iPhone,10,0.280212,False,None
Whippet,0.2525139999999999,Redbone,0.135199,2016-02-20 01:00:55+00:00,558,False,1,Meet Crouton. He's a Galapagos Boonwiddle. Has a legendary tongue (most Boonwiddles do). Excellent stuff 10/10 https://t.co/110Eeg7KW3,Crouton,Rhodesian Ridgeback,True,2637,700847567345688576,10,https://pbs.twimg.com/media/CbnpI_1XIAAiRAz.jpg,True,False,Twitter for iPhone,10,0.153005,True,None
Samoyed,0.8058569999999999,Great Pyrenees,0.0034909,2016-02-20 02:06:50+00:00,685,False,1,"""Pupper is a present to world. Here is a bow for pupper."" 12/10 precious as hell https://t.co/ItSsE92gCW",None,Kuvasz,True,2828,700864154249383937,12,https://pbs.twimg.com/media/Cbn4OqKWwAADGWt.jpg,True,False,Twitter for iPhone,10,0.187272,True,pupper
West Highland White Terrier,0.166563,Schipperke,0.119247,2016-02-20 03:51:05+00:00,653,False,1,This is Chet. He's dapper af. His owners want him to learn how to dance but his true passion is potato guns. 11/10 https://t.co/TBv7Qh1zxZ,Chet,White Wolf,True,2437,700890391244103680,11,https://pbs.twimg.com/media/CboQFolWIAE04qE.jpg,False,False,Twitter for iPhone,10,0.1223559999999999,True,None
Basenji,0.615163,Pembroke,0.0844656999999999,2016-02-21 01:19:47+00:00,5812,False,1,"I'm not sure what's happening here, but it's pretty spectacular. 12/10 for both https://t.co/JKXh0NbBNL",None,Chihuahua,True,13475,701214700881756160,12,https://pbs.twimg.com/media/Cbs3DOAXIAAp3Bd.jpg,True,False,Twitter for iPhone,10,0.1595089999999999,True,None
Toy Terrier,0.280893,Cardigan,0.0533172,2016-02-21 23:13:01+00:00,680,False,1,Meet Millie. She's practicing her dive form for Rio. It's nearly perfect. Dedicated af. 10/10 go for gold pupper https://t.co/SDVkc4m96M,Millie,Border Collie,True,2902,701545186879471618,10,https://pbs.twimg.com/media/CbxjnyOWAAAWLUH.jpg,True,False,Twitter for iPhone,10,0.11255,True,pupper
Australian Terrier,0.90799,Silky Terrier,0.00847276,2016-02-22 00:53:31+00:00,1055,False,1,This is Yoda. He's a Zimbabwean Rutabaga. Freaks out if u stop scratching his belly. Incredibly self-centered. 9/10 https://t.co/yVdMsVYHIx,Yoda,Yorkshire Terrier,True,3080,701570477911896070,9,https://pbs.twimg.com/media/Cbx6nz1WIAA0QSW.jpg,True,False,Twitter for iPhone,10,0.0768828999999999,True,None
Toy Terrier,0.993661,Pembroke,0.0008666069999999,2016-02-22 02:57:08+00:00,523,False,1,This is Coopson. He's a Blingin Schnitzel. Built fence himself. One ear is slightly defective. 10/10 would still pet https://t.co/MWw3pVMhJA,Coopson,Chihuahua,True,2299,701601587219795968,10,https://pbs.twimg.com/media/CbyW7B0W8AIX8kX.jpg,True,False,Twitter for iPhone,10,0.00150487,True,None
No Image,0.0,No Image,0.0,2016-02-22 16:27:58+00:00,1900,False,0,Please pray for this pupper. Nothing wrong with her she just can't stop getting hit with banana peels. 11/10 https://t.co/8sdVenUAqr,None,No Image,False,3752,701805642395348998,11,No Image,False,False,Vine - Make a Scene,10,0.0,False,pupper
Soap Dispenser,0.902856,Staffordshire Bullterrier,0.0119732,2016-02-22 21:59:57+00:00,1558,False,1,This is Bilbo. He's not emotionally prepared to enter the water. 11/10 don't struggle Bilbo https://t.co/rH9SQgZUnQ,Bilbo,French Bulldog,True,3905,701889187134500865,11,https://pbs.twimg.com/media/Cb2cfd9WAAEL-zk.jpg,True,False,Twitter for iPhone,10,0.0226340999999999,False,None
Standard Poodle,0.331707,Miniature Poodle,0.169415,2016-02-23 02:12:47+00:00,1149,False,1,Meet Rilo. He's a Northern Curly Ticonderoga. Currently balancing on one paw even in strong wind. Acrobatic af 11/10 https://t.co/KInss2PXyX,Rilo,Toy Poodle,True,4167,701952816642965504,11,https://pbs.twimg.com/media/Cb3WXMUUMAIuzL8.jpg,True,False,Twitter for iPhone,10,0.272485,True,None
Yorkshire Terrier,0.491022,Weasel,0.099241,2016-02-23 04:06:20+00:00,1106,False,1,This is Fiji. She's a Powdered Stegafloof. Very rare. 12/10 https://t.co/fZRob6eotY,Fiji,Pomeranian,False,3755,701981390485725185,12,https://pbs.twimg.com/media/Cb3wWWbWEAAy06k.jpg,True,False,Twitter for iPhone,10,0.130879,True,floof
Cocker Spaniel,0.242419,Chow,0.1940859999999999,2016-02-23 19:44:20+00:00,1526,False,1,"I know it's tempting, but please stop sending in pics of Donald Trump. Thank you ...9/10 https://t.co/y35Y1TJERY",None,Golden Retriever,True,5268,702217446468493312,9,https://pbs.twimg.com/media/Cb7HCMkWEAAV9zY.jpg,True,False,Twitter for iPhone,10,0.2268,True,None
American Staffordshire Terrier,0.697303,French Bulldog,0.0198380999999999,2016-02-23 23:39:59+00:00,860,False,1,"""AND IIIIIIIIIIIEIIIIIIIIIIIII WILL ALWAYS LOVE YOUUUUU"" 11/10 https://t.co/rSNCEiTtfI",None,Boston Bull,True,2706,702276748847800320,11,https://pbs.twimg.com/media/Cb78-nOWIAENNRc.jpg,True,False,Twitter for iPhone,10,0.239015,True,None
Old English Sheepdog,0.769159,Scotch Terrier,0.0437634,2016-02-24 02:36:23+00:00,1156,False,3,Please enjoy this picture as much as I did. 12/10 https://t.co/7u8mM99Tj5,None,West Highland White Terrier,True,3604,702321140488925184,12,https://pbs.twimg.com/media/Cb8lWafWEAA2q93.jpg,True,False,Twitter for iPhone,10,0.0643688,True,None
No Image,0.0,No Image,0.0,2016-02-24 03:21:41+00:00,1755,False,0,This is Rudy. He's going to be a star. 13/10 talented af (vid by @madalynrossi) https://t.co/Dph4FDGoMd,Rudy,No Image,False,3491,702332542343577600,13,No Image,False,False,Vine - Make a Scene,10,0.0,False,None
Silky Terrier,0.714367,Shih-Tzu,0.0325105,2016-02-24 17:04:07+00:00,1091,False,3,This is a Wild Tuscan Poofwiggle. Careful not to startle. Rare tongue slip. One eye magical. 12/10 would def pet https://t.co/4EnShAQjv6,None,Pomeranian,True,3134,702539513671897089,12,https://pbs.twimg.com/media/Cb_r8qTUsAASgdF.jpg,True,False,Twitter for iPhone,10,0.0405741,True,None
Siamese Cat,0.2191789999999999,Badger,0.0744399999999999,2016-02-24 20:56:55+00:00,3712,False,1,"This is Sansa. She's gotten too big for her chair. Not so smol anymore. 11/10 once a pupper, always a pupper https://t.co/IpAoztle2s",Sansa,Kelpie,False,11332,702598099714314240,11,https://pbs.twimg.com/media/CcAhPevW8AAoknv.jpg,True,False,Twitter for iPhone,10,0.1335839999999999,False,pupper
Clumber,0.381227,Sussex Spaniel,0.128622,2016-02-25 01:47:04+00:00,634,False,1,Meet Rambo &amp; Kiwi. Rambo's the pup with the sharp toes &amp; rad mohawk. One stays woke while one sleeps. 10/10 for both https://t.co/MpH1Fe9LhZ,Rambo,Bloodhound,True,2398,702671118226825216,10,https://pbs.twimg.com/media/CcBjp2nWoAA8w-2.jpg,True,False,Twitter for iPhone,10,0.212017,True,None
Brittany Spaniel,0.514085,Chesapeake Bay Retriever,0.1183839999999999,2016-02-25 02:42:00+00:00,1215,False,1,This is Lucy. She's sick of these bullshit generalizations 11/10 https://t.co/d2b5C2R0aO,Lucy,Golden Retriever,True,3516,702684942141153280,11,https://pbs.twimg.com/media/CcBwOn0XEAA7bNQ.jpg,True,False,Twitter for iPhone,10,0.173224,True,None
No Image,0.0,No Image,0.0,2016-02-25 16:53:11+00:00,509,False,0,Say hello to Luna. Her tongue is malfunctioning (tragic). 12/10 please enjoy (vid by @LilyArtz) https://t.co/F9aLnADVIw,Luna,No Image,False,1772,702899151802126337,12,No Image,False,False,Vine - Make a Scene,10,0.0,False,None
Beaver,0.41071,Wombat,0.149605,2016-02-25 19:04:13+00:00,811,False,1,This is Chip. He's an Upper West Nile Pantaloon. Extremely deadly. Will rip your throat out. 6/10 might still pet https://t.co/LUFnwzznaV,Chip,Wallaby,False,2825,702932127499816960,6,https://pbs.twimg.com/media/CcFRCfRW4AA5a72.jpg,False,False,Twitter for iPhone,10,0.239332,False,None
Sea Lion,0.581403,Doormat,0.0263642999999999,2016-02-26 02:20:37+00:00,14198,False,1,This is an East African Chalupa Seal. We only rate dogs. Please only send in dogs. Thank you... 10/10 https://t.co/iHe6liLwWR,None,Hippopotamus,False,28996,703041949650034688,10,https://pbs.twimg.com/media/CcG07BYW0AErrC9.jpg,False,False,Twitter for iPhone,10,0.152445,False,None
Cardigan,0.778503,Shetland Sheepdog,0.0602964,2016-02-26 04:48:02+00:00,3494,False,2,This is a Butternut Cumberfloof. It's not windy they just look like that. 11/10 back at it again with the red socks https://t.co/hMjzhdUHaW,None,Pembroke,True,8064,703079050210877440,11,https://pbs.twimg.com/media/CcHWqQCW8AEb0ZH.jpg,True,False,Twitter for iPhone,10,0.0938339,True,floof
Kuvasz,0.5254340000000001,Fur Coat,0.038243,2016-02-26 17:20:56+00:00,618,False,1,Happy Friday here's a sleepy pupper 12/10 https://t.co/eBcqv9SPkY,None,Wool,False,2152,703268521220972544,12,https://pbs.twimg.com/media/CcKC-5LW4AAK-nb.jpg,False,False,Twitter for iPhone,10,0.236391,True,pupper
English Springer,0.894842,Collie,0.00303674,2016-02-26 23:10:06+00:00,429,False,1,This is Socks. That water pup w the super legs just splashed him. Socks did not appreciate that. 9/10 and 2/10 https://t.co/8rc5I22bBf,Socks,Border Collie,True,2085,703356393781329922,9,https://pbs.twimg.com/media/CcLS6QKUcAAUuPa.jpg,True,False,Twitter for iPhone,10,0.0973637,True,None
Tibetan Mastiff,0.945664,Standard Poodle,0.0120217,2016-02-27 00:55:11+00:00,1285,False,2,This is Charlie. He's a West Side Niddlewog. Mucho fluffy. 12/10 would pet so damn well https://t.co/B9dOrmnPVt,Charlie,Golden Retriever,True,3837,703382836347330562,12,https://pbs.twimg.com/media/CcLq7ipW4AArSGZ.jpg,True,False,Twitter for iPhone,10,0.0143919999999999,True,None
Carton,0.201058,Turnstile,0.0829238,2016-02-27 02:32:12+00:00,786,False,1,This pupper doesn't understand gates. 10/10 so close https://t.co/GUbFF4o6dZ,None,Doormat,False,2685,703407252292673536,10,https://pbs.twimg.com/media/CcMBJODUsAI5-A9.jpg,False,False,Twitter for iPhone,10,0.0885832,False,pupper
